listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
118910,24375,6794,2067,20,364.00,7280.00,2008-08-29 05:48:08
121903,22066,1572,2067,10,205.00,2050.00,2008-08-29 11:21:38
130124,48976,1043,2067,18,472.00,8496.00,2008-08-29 10:50:03
139064,10281,5695,2067,22,120.00,2640.00,2008-08-29 05:02:00
147603,38958,6312,2067,1,463.00,463.00,2008-08-29 02:41:43
154968,6191,7917,2067,22,270.00,5940.00,2008-08-29 09:53:17
161015,44180,6408,2067,9,235.00,2115.00,2008-08-29 08:52:08
166462,46798,2027,2067,2,168.00,336.00,2008-08-29 12:33:52
174743,29790,2219,2067,1,205.00,205.00,2008-08-29 09:42:34
207962,41993,8727,2067,4,1255.00,5020.00,2008-08-29 06:15:50
214684,2070,542,2067,3,2232.00,6696.00,2008-08-29 01:01:36
228708,31354,4866,2067,8,1293.00,10344.00,2008-08-29 11:00:35
232514,46263,3265,2067,4,2158.00,8632.00,2008-08-29 09:54:14
1803,17395,427,2068,6,223.00,1338.00,2008-08-30 03:38:57
12195,24752,6317,2068,4,193.00,772.00,2008-08-30 08:18:12
17512,13512,1098,2068,7,90.00,630.00,2008-08-30 12:59:18
28675,39127,987,2068,28,78.00,2184.00,2008-08-30 03:19:16
37697,49694,987,2068,5,310.00,1550.00,2008-08-30 12:12:03
46727,12959,7090,2068,1,175.00,175.00,2008-08-30 03:35:31
50672,40088,1091,2068,12,54.00,648.00,2008-08-30 12:17:03
59141,9784,8164,2068,1,247.00,247.00,2008-08-30 02:56:12
68195,31117,2165,2068,8,379.00,3032.00,2008-08-30 09:48:14
76853,28920,6894,2068,24,407.00,9768.00,2008-08-30 09:37:28
81197,19573,6117,2068,20,146.00,2920.00,2008-08-30 12:31:05
89307,44872,7298,2068,22,270.00,5940.00,2008-08-30 04:32:01
99679,42784,8441,2068,24,360.00,8640.00,2008-08-30 07:40:14
105177,48061,2234,2068,10,95.00,950.00,2008-08-30 09:04:02
121679,43424,2238,2068,2,78.00,156.00,2008-08-30 11:34:00
129305,18741,3310,2068,24,237.00,5688.00,2008-08-30 02:45:54
135041,24465,5561,2068,6,382.00,2292.00,2008-08-30 05:42:33
141273,28851,717,2068,6,371.00,2226.00,2008-08-30 09:32:47
150336,44201,2194,2068,16,248.00,3968.00,2008-08-30 06:35:26
166114,29300,6312,2068,5,385.00,1925.00,2008-08-30 10:58:53
170921,39925,8615,2068,20,142.00,2840.00,2008-08-30 05:07:20
176856,24031,4785,2068,1,353.00,353.00,2008-08-30 09:40:19
205489,47968,6685,2068,8,357.00,2856.00,2008-08-30 08:41:54
210633,28947,6581,2068,6,1084.00,6504.00,2008-08-30 04:39:18
215177,36558,1803,2068,2,1239.00,2478.00,2008-08-30 01:37:00
222349,5134,6366,2068,6,1137.00,6822.00,2008-08-30 03:37:02
228011,34173,1869,2068,6,1251.00,7506.00,2008-08-30 03:41:10
233971,39716,5387,2068,7,884.00,6188.00,2008-08-30 08:09:58
6083,39187,7260,2069,9,86.00,774.00,2008-08-31 02:07:01
14721,29489,1142,2069,7,166.00,1162.00,2008-08-31 12:49:24
23887,46787,276,2069,22,147.00,3234.00,2008-08-31 02:58:02
29741,17687,2490,2069,28,235.00,6580.00,2008-08-31 03:32:04
34250,22785,7507,2069,22,113.00,2486.00,2008-08-31 12:13:19
41609,2107,6954,2069,24,24.00,576.00,2008-08-31 10:26:40
51854,8713,1951,2069,1,84.00,84.00,2008-08-31 12:48:50
56944,32512,2724,2069,6,218.00,1308.00,2008-08-31 08:06:58
63789,14583,2331,2069,18,145.00,2610.00,2008-08-31 05:27:57
73935,29965,3398,2069,7,399.00,2793.00,2008-08-31 06:13:17
80648,2783,295,2069,20,116.00,2320.00,2008-08-31 06:41:06
88715,40789,2215,2069,12,408.00,4896.00,2008-08-31 03:04:17
100325,19948,5291,2069,24,411.00,9864.00,2008-08-31 10:29:21
108321,22731,6897,2069,8,55.00,440.00,2008-08-31 08:02:37
118257,32191,6087,2069,7,323.00,2261.00,2008-08-31 10:28:57
124619,24764,3891,2069,1,436.00,436.00,2008-08-31 06:35:59
131336,44752,4927,2069,24,126.00,3024.00,2008-08-31 01:30:24
135800,42114,5614,2069,12,481.00,5772.00,2008-08-31 10:41:31
141854,15684,769,2069,18,349.00,6282.00,2008-08-31 04:58:12
148563,23201,475,2069,6,155.00,930.00,2008-08-31 03:10:46
156576,16982,2603,2069,7,458.00,3206.00,2008-08-31 07:20:31
166772,14041,6473,2069,4,363.00,1452.00,2008-08-31 06:47:55
171833,45514,4471,2069,22,399.00,8778.00,2008-08-31 06:01:09
174957,4902,5166,2069,6,91.00,546.00,2008-08-31 11:35:49
211363,8511,8218,2069,2,1814.00,3628.00,2008-08-31 05:31:12
214279,6405,3200,2069,5,1201.00,6005.00,2008-08-31 11:50:40
222873,38066,3251,2069,1,1836.00,1836.00,2008-08-31 04:23:10
227359,6828,1073,2069,5,1296.00,6480.00,2008-08-31 05:09:07
171,45642,6239,2070,26,210.00,5460.00,2008-09-01 08:16:06
7443,2624,6619,2070,1,155.00,155.00,2008-09-01 04:51:56
12180,45846,1715,2070,22,27.00,594.00,2008-09-01 04:44:30
25077,35001,4166,2070,5,249.00,1245.00,2008-09-01 06:03:56
32723,30139,1998,2070,16,320.00,5120.00,2008-09-01 04:45:36
38030,48783,1958,2070,12,278.00,3336.00,2008-09-01 05:50:01
46345,41666,6954,2070,18,295.00,5310.00,2008-09-01 06:07:19
52191,15510,2738,2070,2,240.00,480.00,2008-09-01 01:43:55
56269,34837,2194,2070,18,165.00,2970.00,2008-09-01 08:28:31
61140,39308,2243,2070,12,358.00,4296.00,2008-09-01 11:44:04
65640,36188,6342,2070,12,265.00,3180.00,2008-09-01 01:32:13
70373,9196,7996,2070,6,156.00,936.00,2008-09-01 07:12:12
75670,18189,5579,2070,16,174.00,2784.00,2008-09-01 11:53:51
82222,30591,7766,2070,18,134.00,2412.00,2008-09-01 01:19:17
86738,28790,3571,2070,4,409.00,1636.00,2008-09-01 02:22:42
93301,16217,6317,2070,10,317.00,3170.00,2008-09-01 07:46:42
99570,35663,5223,2070,14,442.00,6188.00,2008-09-01 08:05:41
104702,4223,5403,2070,3,229.00,687.00,2008-09-01 08:35:48
111271,47106,8720,2070,5,197.00,985.00,2008-09-01 05:00:07
119760,17624,3276,2070,22,477.00,10494.00,2008-09-01 05:28:58
127458,19990,8400,2070,1,185.00,185.00,2008-09-01 07:22:16
135353,45942,6215,2070,2,424.00,848.00,2008-09-01 11:48:33
142691,9860,983,2070,18,447.00,8046.00,2008-09-01 02:13:30
147948,26987,6009,2070,24,100.00,2400.00,2008-09-01 07:18:34
153638,7472,7830,2070,12,381.00,4572.00,2008-09-01 08:37:13
157697,22411,7303,2070,1,357.00,357.00,2008-09-01 06:15:09
166053,24006,2238,2070,18,267.00,4806.00,2008-09-01 03:07:34
176449,27521,6646,2070,4,123.00,492.00,2008-09-01 04:36:17
211731,39008,1697,2070,4,744.00,2976.00,2008-09-01 01:22:28
220181,4472,8430,2070,5,1921.00,9605.00,2008-09-01 11:28:52
228198,41145,6824,2070,3,824.00,2472.00,2008-09-01 08:13:57
232221,5378,3736,2070,2,2207.00,4414.00,2008-09-01 12:02:04
3848,28262,677,2071,7,70.00,490.00,2008-09-02 04:07:11
10434,49416,2848,2071,18,199.00,3582.00,2008-09-02 04:11:02
17263,12268,7150,2071,16,216.00,3456.00,2008-09-02 12:59:56
23032,23257,1763,2071,18,237.00,4266.00,2008-09-02 07:02:26
30068,16811,8218,2071,1,149.00,149.00,2008-09-02 06:55:45
35817,12651,4313,2071,9,93.00,837.00,2008-09-02 10:43:14
41345,36747,4970,2071,24,170.00,4080.00,2008-09-02 03:31:39
47734,23506,289,2071,22,198.00,4356.00,2008-09-02 07:41:55
56222,30077,283,2071,3,251.00,753.00,2008-09-02 03:54:57
60173,13545,3448,2071,16,485.00,7760.00,2008-09-02 03:39:44
66277,46529,1359,2071,24,120.00,2880.00,2008-09-02 07:00:42
74330,5312,7611,2071,8,56.00,448.00,2008-09-02 02:48:52
84424,12852,295,2071,16,253.00,4048.00,2008-09-02 05:55:41
89581,31974,3416,2071,8,417.00,3336.00,2008-09-02 05:38:06
94585,19493,2594,2071,5,391.00,1955.00,2008-09-02 05:33:36
99550,41437,5943,2071,16,127.00,2032.00,2008-09-02 02:32:25
103874,48798,1417,2071,8,178.00,1424.00,2008-09-02 05:20:46
109214,41775,7090,2071,2,178.00,356.00,2008-09-02 04:09:31
114580,16102,7403,2071,18,371.00,6678.00,2008-09-02 12:21:10
125561,23359,5823,2071,1,249.00,249.00,2008-09-02 05:47:00
133395,23189,2027,2071,6,257.00,1542.00,2008-09-02 04:39:35
141280,3533,1501,2071,20,267.00,5340.00,2008-09-02 01:47:08
144763,8256,1153,2071,9,296.00,2664.00,2008-09-02 08:23:32
155382,13261,6990,2071,16,396.00,6336.00,2008-09-02 11:59:44
161921,17410,1223,2071,3,31.00,93.00,2008-09-02 12:21:33
169644,37253,7881,2071,14,296.00,4144.00,2008-09-02 06:55:47
175503,30198,3054,2071,12,399.00,4788.00,2008-09-02 06:09:09
180695,16231,232,2071,4,326.00,1304.00,2008-09-02 05:42:31
212158,18765,6342,2071,7,589.00,4123.00,2008-09-02 01:46:28
218910,42975,7055,2071,2,1316.00,2632.00,2008-09-02 10:10:27
226946,2342,6794,2071,3,2394.00,7182.00,2008-09-02 04:14:06
234703,42423,2849,2071,4,2215.00,8860.00,2008-09-02 11:54:11
9166,20230,8015,2072,8,59.00,472.00,2008-09-03 07:32:05
13514,11123,3728,2072,14,218.00,3052.00,2008-09-03 05:15:56
19031,1530,435,2072,6,195.00,1170.00,2008-09-03 04:51:41
23428,26048,3673,2072,8,246.00,1968.00,2008-09-03 09:21:24
28976,5990,2287,2072,7,101.00,707.00,2008-09-03 07:14:51
38420,23834,7639,2072,14,333.00,4662.00,2008-09-03 02:05:39
46159,10859,5568,2072,6,311.00,1866.00,2008-09-03 06:16:08
50537,9965,3172,2072,5,73.00,365.00,2008-09-03 04:02:00
57420,14911,5134,2072,2,130.00,260.00,2008-09-03 01:58:49
66755,42838,4402,2072,20,342.00,6840.00,2008-09-03 01:07:36
75295,28891,6685,2072,22,59.00,1298.00,2008-09-03 09:23:31
81886,41929,5415,2072,12,166.00,1992.00,2008-09-03 07:30:14
90841,1018,2398,2072,7,467.00,3269.00,2008-09-03 10:19:22
101317,42295,3245,2072,1,461.00,461.00,2008-09-03 10:32:55
104814,35839,3540,2072,4,444.00,1776.00,2008-09-03 10:52:19
111605,10915,7761,2072,10,68.00,680.00,2008-09-03 01:44:38
122833,36734,3238,2072,9,319.00,2871.00,2008-09-03 11:19:48
129547,17116,3857,2072,7,357.00,2499.00,2008-09-03 06:06:33
135877,41091,2418,2072,24,118.00,2832.00,2008-09-03 12:39:13
140305,13147,6556,2072,3,131.00,393.00,2008-09-03 02:37:24
147148,7816,7267,2072,3,373.00,1119.00,2008-09-03 01:19:12
154291,48913,4856,2072,5,320.00,1600.00,2008-09-03 07:20:03
166369,46750,1711,2072,10,245.00,2450.00,2008-09-03 12:24:27
171587,31151,4496,2072,24,116.00,2784.00,2008-09-03 06:48:46
206136,2967,6380,2072,2,1783.00,3566.00,2008-09-03 04:28:22
215655,23036,2252,2072,8,1081.00,8648.00,2008-09-03 07:05:27
228003,3706,1355,2072,5,451.00,2255.00,2008-09-03 10:21:38
233325,25670,6646,2072,3,1797.00,5391.00,2008-09-03 10:06:04
7868,41079,2594,2073,30,192.00,5760.00,2008-09-04 12:09:07
14832,16428,5093,2073,24,204.00,4896.00,2008-09-04 07:41:42
20372,19085,7265,2073,16,86.00,1376.00,2008-09-04 02:49:31
27772,15348,8715,2073,24,109.00,2616.00,2008-09-04 12:23:43
33067,15854,4409,2073,12,61.00,732.00,2008-09-04 09:11:33
37070,12760,5198,2073,10,294.00,2940.00,2008-09-04 05:38:39
42912,19185,6587,2073,14,293.00,4102.00,2008-09-04 07:49:50
47938,35394,167,2073,20,202.00,4040.00,2008-09-04 03:13:17
59147,37914,430,2073,6,320.00,1920.00,2008-09-04 11:34:52
66004,48949,246,2073,9,395.00,3555.00,2008-09-04 04:20:58
71834,6606,1230,2073,12,27.00,324.00,2008-09-04 10:26:57
76332,7565,1270,2073,22,259.00,5698.00,2008-09-04 09:31:26
85073,45260,3835,2073,7,337.00,2359.00,2008-09-04 12:03:20
91451,47795,8392,2073,16,262.00,4192.00,2008-09-04 09:31:44
99281,8084,2490,2073,9,419.00,3771.00,2008-09-04 02:43:56
104219,39012,8696,2073,14,196.00,2744.00,2008-09-04 08:55:15
112472,11076,2658,2073,9,204.00,1836.00,2008-09-04 02:19:09
120521,11224,3075,2073,10,35.00,350.00,2008-09-04 09:41:42
125374,25656,3743,2073,12,380.00,4560.00,2008-09-04 09:07:40
133183,41865,1373,2073,3,209.00,627.00,2008-09-04 09:10:33
144113,32723,7415,2073,12,169.00,2028.00,2008-09-04 01:17:37
152070,40169,3150,2073,20,250.00,5000.00,2008-09-04 08:19:11
159790,25862,4620,2073,10,235.00,2350.00,2008-09-04 09:29:19
166979,1882,8277,2073,2,404.00,808.00,2008-09-04 08:48:01
172445,22899,2762,2073,10,243.00,2430.00,2008-09-04 06:43:44
180548,1037,286,2073,24,265.00,6360.00,2008-09-04 06:03:19
213586,17847,1679,2073,7,1575.00,11025.00,2008-09-04 02:53:15
221202,26978,539,2073,2,741.00,1482.00,2008-09-04 01:12:59
227308,28179,3385,2073,8,2326.00,18608.00,2008-09-04 05:40:38
231221,25451,858,2073,1,482.00,482.00,2008-09-04 03:33:42
4230,22503,1505,2074,18,222.00,3996.00,2008-09-05 09:55:10
14243,6852,703,2074,1,94.00,94.00,2008-09-05 08:52:23
18591,18204,7403,2074,5,79.00,395.00,2008-09-05 10:02:37
22870,49517,2894,2074,14,126.00,1764.00,2008-09-05 08:53:22
30227,15089,4824,2074,9,86.00,774.00,2008-09-05 10:15:46
37815,3991,1153,2074,1,312.00,312.00,2008-09-05 07:00:51
45200,39528,8775,2074,16,218.00,3488.00,2008-09-05 04:53:43
51104,10129,3746,2074,14,158.00,2212.00,2008-09-05 12:06:06
55721,32781,8716,2074,22,58.00,1276.00,2008-09-05 08:02:38
65761,4129,7037,2074,12,464.00,5568.00,2008-09-05 08:02:16
77354,41259,8114,2074,14,330.00,4620.00,2008-09-05 02:45:34
83904,16669,6506,2074,2,240.00,480.00,2008-09-05 05:33:57
88939,46299,1098,2074,20,279.00,5580.00,2008-09-05 07:12:59
100585,43612,2148,2074,1,151.00,151.00,2008-09-05 07:38:13
108847,4993,8240,2074,14,23.00,322.00,2008-09-05 01:31:28
117677,21818,3743,2074,2,484.00,968.00,2008-09-05 06:24:22
120643,39356,5609,2074,24,231.00,5544.00,2008-09-05 05:55:17
126093,28467,3801,2074,10,353.00,3530.00,2008-09-05 05:04:28
130082,23557,3889,2074,9,373.00,3357.00,2008-09-05 04:19:51
137055,44285,2449,2074,16,145.00,2320.00,2008-09-05 04:20:29
145417,15541,7193,2074,20,252.00,5040.00,2008-09-05 11:15:02
152706,28941,6342,2074,1,200.00,200.00,2008-09-05 02:18:00
158784,2894,7004,2074,5,67.00,335.00,2008-09-05 12:31:49
164956,18069,1826,2074,3,347.00,1041.00,2008-09-05 01:30:40
175905,42852,6741,2074,10,48.00,480.00,2008-09-05 11:47:49
179863,3996,352,2074,2,33.00,66.00,2008-09-05 01:35:16
216489,31612,8076,2074,4,358.00,1432.00,2008-09-05 05:36:00
225223,38667,350,2074,3,898.00,2694.00,2008-09-05 03:11:14
229238,32135,1323,2074,6,1794.00,10764.00,2008-09-05 12:25:13
200,41470,3638,2075,14,22.00,308.00,2008-09-06 09:48:47
7372,18367,4789,2075,20,144.00,2880.00,2008-09-06 05:36:56
12802,12816,2805,2075,1,147.00,147.00,2008-09-06 12:16:07
20312,21724,1270,2075,18,237.00,4266.00,2008-09-06 09:24:41
31396,34647,6844,2075,5,88.00,440.00,2008-09-06 08:31:30
43082,15446,6824,2075,22,207.00,4554.00,2008-09-06 10:37:46
55773,12527,1679,2075,7,317.00,2219.00,2008-09-06 05:37:12
63178,8193,7435,2075,12,96.00,1152.00,2008-09-06 09:57:02
66563,23394,5236,2075,18,397.00,7146.00,2008-09-06 06:40:25
74411,1334,3933,2075,6,490.00,2940.00,2008-09-06 07:20:48
79874,7011,861,2075,2,483.00,966.00,2008-09-06 05:49:02
92771,19123,7640,2075,8,183.00,1464.00,2008-09-06 02:55:57
101744,27395,7338,2075,24,472.00,11328.00,2008-09-06 10:18:15
114318,30982,3457,2075,14,88.00,1232.00,2008-09-06 09:56:20
121874,20617,3190,2075,10,474.00,4740.00,2008-09-06 08:08:33
126159,49783,6325,2075,1,206.00,206.00,2008-09-06 09:45:56
132823,35489,3078,2075,7,51.00,357.00,2008-09-06 09:44:15
136562,22118,6307,2075,5,270.00,1350.00,2008-09-06 04:25:50
142834,4049,7369,2075,5,272.00,1360.00,2008-09-06 02:46:04
148194,15376,6164,2075,16,378.00,6048.00,2008-09-06 02:19:54
155457,48146,4040,2075,20,425.00,8500.00,2008-09-06 11:08:43
159739,11280,2102,2075,4,53.00,212.00,2008-09-06 09:21:59
168845,18541,7510,2075,8,205.00,1640.00,2008-09-06 08:24:37
175181,3935,7265,2075,18,391.00,7038.00,2008-09-06 08:15:22
180815,17253,2894,2075,1,445.00,445.00,2008-09-06 02:22:35
214145,29504,4718,2075,2,916.00,1832.00,2008-09-06 03:45:35
220522,31202,5425,2075,5,1701.00,8505.00,2008-09-06 03:06:07
230663,9348,879,2075,8,2496.00,19968.00,2008-09-06 05:32:34
4033,46630,2318,2076,2,95.00,190.00,2008-09-07 06:24:07
14007,16145,5769,2076,2,210.00,420.00,2008-09-07 09:13:41
17270,14099,7461,2076,5,219.00,1095.00,2008-09-07 11:01:00
23230,22782,1954,2076,28,158.00,4424.00,2008-09-07 11:48:14
32584,45057,7178,2076,6,99.00,594.00,2008-09-07 01:17:15
38945,8992,2116,2076,8,47.00,376.00,2008-09-07 04:52:39
45710,30277,1967,2076,12,73.00,876.00,2008-09-07 05:02:20
57245,41881,8369,2076,3,121.00,363.00,2008-09-07 03:36:34
62576,34758,2601,2076,2,363.00,726.00,2008-09-07 05:42:13
65666,19390,7278,2076,1,290.00,290.00,2008-09-07 05:00:44
75733,41715,3964,2076,8,386.00,3088.00,2008-09-07 07:40:56
81473,18029,7738,2076,22,282.00,6204.00,2008-09-07 03:19:37
91384,3747,1510,2076,9,165.00,1485.00,2008-09-07 02:08:39
99523,39297,8342,2076,10,344.00,3440.00,2008-09-07 08:10:44
108188,47088,4544,2076,24,24.00,576.00,2008-09-07 11:58:44
115850,23412,7233,2076,9,118.00,1062.00,2008-09-07 02:08:32
120590,2114,289,2076,16,214.00,3424.00,2008-09-07 04:29:25
128745,13622,2584,2076,2,406.00,812.00,2008-09-07 09:27:50
135700,30426,382,2076,18,462.00,8316.00,2008-09-07 06:37:56
141421,27304,1602,2076,2,415.00,830.00,2008-09-07 09:53:58
146285,28790,6111,2076,3,234.00,702.00,2008-09-07 02:56:30
152549,33360,7242,2076,24,277.00,6648.00,2008-09-07 02:35:20
161865,18155,879,2076,20,466.00,9320.00,2008-09-07 06:23:42
166815,16365,6272,2076,14,204.00,2856.00,2008-09-07 10:40:00
175921,27474,6635,2076,14,278.00,3892.00,2008-09-07 08:59:00
206887,48062,5412,2076,4,1209.00,4836.00,2008-09-07 01:28:25
213860,5657,5412,2076,5,2492.00,12460.00,2008-09-07 02:49:48
224011,24897,7738,2076,6,2078.00,12468.00,2008-09-07 12:13:48
232566,12130,2775,2076,4,382.00,1528.00,2008-09-07 07:57:17
4377,42425,5093,2077,9,241.00,2169.00,2008-09-08 04:05:48
9434,13060,4213,2077,5,224.00,1120.00,2008-09-08 10:35:02
16031,34416,893,2077,6,134.00,804.00,2008-09-08 01:46:13
25389,25363,7684,2077,18,46.00,828.00,2008-09-08 01:15:49
30768,48856,5874,2077,16,189.00,3024.00,2008-09-08 05:05:10
39072,33678,7690,2077,16,173.00,2768.00,2008-09-08 01:05:41
43208,23190,7863,2077,6,65.00,390.00,2008-09-08 02:06:47
49394,41682,1364,2077,10,104.00,1040.00,2008-09-08 06:10:37
52969,4539,6897,2077,18,157.00,2826.00,2008-09-08 06:54:51
59719,9646,6698,2077,3,129.00,387.00,2008-09-08 07:35:52
71006,35519,3967,2077,6,34.00,204.00,2008-09-08 04:32:49
76089,18952,1059,2077,9,227.00,2043.00,2008-09-08 01:11:36
87881,20914,4012,2077,20,489.00,9780.00,2008-09-08 08:26:36
99720,47873,7401,2077,2,243.00,486.00,2008-09-08 08:56:30
112251,36017,7900,2077,8,160.00,1280.00,2008-09-08 11:32:45
118378,7684,5960,2077,2,435.00,870.00,2008-09-08 01:32:21
127476,40434,3493,2077,20,177.00,3540.00,2008-09-08 07:26:34
134557,22667,8377,2077,20,455.00,9100.00,2008-09-08 05:35:21
141615,47243,5533,2077,14,490.00,6860.00,2008-09-08 12:57:16
148667,19065,5395,2077,3,299.00,897.00,2008-09-08 08:00:29
153753,41936,1558,2077,3,286.00,858.00,2008-09-08 04:22:10
160709,48775,8430,2077,5,472.00,2360.00,2008-09-08 03:26:53
168940,10541,7100,2077,3,469.00,1407.00,2008-09-08 05:51:26
175549,43821,4985,2077,22,79.00,1738.00,2008-09-08 09:02:12
205874,3960,6461,2077,8,513.00,4104.00,2008-09-08 03:19:26
213986,24507,286,2077,6,651.00,3906.00,2008-09-08 08:16:10
220774,13612,5158,2077,5,627.00,3135.00,2008-09-08 10:11:55
228030,23406,6327,2077,2,1282.00,2564.00,2008-09-08 08:52:44
1678,32145,6646,2078,8,207.00,1656.00,2008-09-09 06:14:19
10875,13163,3501,2078,4,68.00,272.00,2008-09-09 07:32:30
14312,18664,1555,2078,8,233.00,1864.00,2008-09-09 11:42:10
20457,4904,5051,2078,10,213.00,2130.00,2008-09-09 07:40:32
26502,31122,3619,2078,1,31.00,31.00,2008-09-09 12:09:03
33171,29835,908,2078,7,255.00,1785.00,2008-09-09 01:41:10
40323,40182,3245,2078,8,205.00,1640.00,2008-09-09 08:10:48
49889,36535,5401,2078,14,309.00,4326.00,2008-09-09 08:12:45
58242,29709,6803,2078,3,289.00,867.00,2008-09-09 10:47:45
68332,23369,2200,2078,2,211.00,422.00,2008-09-09 04:32:32
77491,36933,3902,2078,8,466.00,3728.00,2008-09-09 10:45:08
85959,39440,7360,2078,8,475.00,3800.00,2008-09-09 04:36:14
94692,33516,7458,2078,3,286.00,858.00,2008-09-09 06:52:46
102961,43390,7055,2078,10,407.00,4070.00,2008-09-09 05:54:01
111994,5018,6265,2078,9,492.00,4428.00,2008-09-09 07:20:21
117449,26108,1227,2078,24,20.00,480.00,2008-09-09 03:41:45
123976,27082,2722,2078,3,492.00,1476.00,2008-09-09 12:43:21
132354,33471,2293,2078,20,290.00,5800.00,2008-09-09 03:09:22
137790,21076,6506,2078,5,435.00,2175.00,2008-09-09 12:11:31
145306,34896,4463,2078,5,298.00,1490.00,2008-09-09 05:29:30
151919,28340,4034,2078,12,189.00,2268.00,2008-09-09 08:26:15
155985,30134,1146,2078,12,33.00,396.00,2008-09-09 03:11:00
162478,36788,6818,2078,24,137.00,3288.00,2008-09-09 07:08:48
172521,6101,4985,2078,22,397.00,8734.00,2008-09-09 02:35:33
205181,25405,7220,2078,4,2321.00,9284.00,2008-09-09 12:52:22
213265,40395,3946,2078,7,2405.00,16835.00,2008-09-09 04:44:35
219485,9945,4789,2078,8,1438.00,11504.00,2008-09-09 03:25:06
227933,36625,6581,2078,5,1200.00,6000.00,2008-09-09 01:28:09
231785,42025,957,2078,2,2229.00,4458.00,2008-09-09 04:47:40
2123,4182,5830,2079,2,120.00,240.00,2008-09-10 07:32:12
9123,46926,332,2079,28,110.00,3080.00,2008-09-10 03:16:26
18537,47571,1861,2079,12,123.00,1476.00,2008-09-10 11:45:08
28293,42280,2200,2079,30,111.00,3330.00,2008-09-10 11:12:40
37664,19686,6462,2079,2,33.00,66.00,2008-09-10 04:23:24
46696,25795,3499,2079,3,224.00,672.00,2008-09-10 12:44:13
56412,25337,258,2079,22,235.00,5170.00,2008-09-10 09:35:28
65575,6020,7440,2079,10,51.00,510.00,2008-09-10 12:50:51
72052,47516,4137,2079,9,478.00,4302.00,2008-09-10 06:46:01
79612,2190,879,2079,2,265.00,530.00,2008-09-10 10:28:51
86710,36418,1098,2079,16,296.00,4736.00,2008-09-10 09:09:16
94622,20350,7055,2079,4,310.00,1240.00,2008-09-10 05:28:50
101394,22899,5212,2079,14,154.00,2156.00,2008-09-10 07:24:42
108585,46487,2207,2079,8,57.00,456.00,2008-09-10 08:57:40
112641,2962,3448,2079,10,443.00,4430.00,2008-09-10 12:22:43
118077,45414,4441,2079,7,451.00,3157.00,2008-09-10 01:21:59
126689,14768,4072,2079,2,480.00,960.00,2008-09-10 08:41:25
137805,25635,2815,2079,24,24.00,576.00,2008-09-10 02:14:28
145767,5967,5356,2079,18,441.00,7938.00,2008-09-10 07:20:54
154714,37274,5340,2079,2,161.00,322.00,2008-09-10 09:31:50
164211,24167,5051,2079,5,395.00,1975.00,2008-09-10 02:16:43
169774,48246,727,2079,18,134.00,2412.00,2008-09-10 03:08:10
175438,28549,3849,2079,10,107.00,1070.00,2008-09-10 11:17:04
180467,7031,1878,2079,22,298.00,6556.00,2008-09-10 02:26:36
209505,38500,3987,2079,2,1114.00,2228.00,2008-09-10 02:04:04
216796,27588,7544,2079,3,1715.00,5145.00,2008-09-10 11:39:17
224475,36817,4878,2079,1,1379.00,1379.00,2008-09-10 11:53:14
228600,21672,5824,2079,5,1400.00,7000.00,2008-09-10 09:06:38
1003,20543,1921,2080,7,131.00,917.00,2008-09-11 10:56:13
7958,28591,4699,2080,1,202.00,202.00,2008-09-11 08:55:33
17085,13356,3486,2080,28,190.00,5320.00,2008-09-11 08:01:37
24154,13161,6828,2080,3,142.00,426.00,2008-09-11 08:23:24
28285,47599,4772,2080,28,101.00,2828.00,2008-09-11 06:05:41
35311,23013,476,2080,20,80.00,1600.00,2008-09-11 09:14:01
39497,15617,6276,2080,7,346.00,2422.00,2008-09-11 01:42:59
